meter_id,region,customer_type,daily_kw,date
M-01875,EAST,COMMERCIAL,73.12,2026-01-13
M-00795,NORTH,COMMERCIAL,87.17,2026-01-23
M-00076,EAST,RESIDENTIAL,11.0,2026-01-28
M-00243,EAST,RESIDENTIAL,16.62,2026-01-02
M-00986,NORTH,RESIDENTIAL,18.4,2026-01-25
M-00301,EAST,COMMERCIAL,73.12,2026-01-19
M-01243,EAST,RESIDENTIAL,17.1,2026-01-29
M-00474,NORTH,PROSUMER,11.56,2026-01-08
M-01358,NORTH,INDUSTRIAL,517.43,2026-01-30
M-01740,SOUTH,RESIDENTIAL,16.05,2026-01-14
M-00931,WEST,COMMERCIAL,70.2,2026-01-30
M-00095,EAST,PROSUMER,11.88,2026-01-08
M-01006,WEST,RESIDENTIAL,17.21,2026-01-11
M-00943,WEST,RESIDENTIAL,13.95,2026-01-17
M-01604,NORTH,RESIDENTIAL,14.47,2026-01-24
M-01772,EAST,COMMERCIAL,93.3,2026-01-08
M-00726,WEST,RESIDENTIAL,17.96,2026-01-23
M-00914,SOUTH,COMMERCIAL,89.29,2026-01-01
M-01515,SOUTH,COMMERCIAL,71.91,2026-01-04
M-01569,WEST,COMMERCIAL,95.0,2026-01-06
M-01802,NORTH,RESIDENTIAL,14.66,2026-01-07
M-00206,NORTH,COMMERCIAL,76.39,2026-01-11
M-01396,EAST,INDUSTRIAL,498.27,2026-01-28
M-01573,NORTH,RESIDENTIAL,12.55,2026-01-11
M-00733,WEST,COMMERCIAL,95.19,2026-01-05
M-01319,EAST,COMMERCIAL,67.53,2026-01-03
M-01384,NORTH,RESIDENTIAL,17.42,2026-01-29
M-01514,EAST,COMMERCIAL,65.02,2026-01-08
M-00574,NORTH,RESIDENTIAL,17.56,2026-01-09
M-00092,WEST,RESIDENTIAL,15.83,2026-01-10
M-00429,WEST,RESIDENTIAL,20.38,2026-01-04
M-01991,NORTH,COMMERCIAL,80.88,2026-01-03
M-00990,SOUTH,COMMERCIAL,95.15,2026-01-31
M-00106,EAST,PROSUMER,12.73,2026-01-21
M-00313,SOUTH,RESIDENTIAL,17.39,2026-01-30
M-00465,EAST,RESIDENTIAL,19.41,2026-01-21
M-00407,SOUTH,RESIDENTIAL,12.93,2026-01-13
M-01098,WEST,COMMERCIAL,98.53,2026-01-15
M-00806,SOUTH,RESIDENTIAL,20.49,2026-01-27
M-01914,SOUTH,RESIDENTIAL,16.96,2026-01-25
M-00077,NORTH,RESIDENTIAL,17.78,2026-01-19
M-01309,SOUTH,COMMERCIAL,95.07,2026-01-15
M-00915,WEST,RESIDENTIAL,15.96,2026-01-18
M-00110,EAST,RESIDENTIAL,19.45,2026-01-28
M-01994,WEST,PROSUMER,11.12,2026-01-10
M-01648,SOUTH,COMMERCIAL,76.66,2026-01-25
M-01050,WEST,RESIDENTIAL,16.18,2026-01-10
M-00540,SOUTH,INDUSTRIAL,501.45,2026-01-14
M-00601,WEST,COMMERCIAL,82.53,2026-01-01
M-01874,NORTH,RESIDENTIAL,22.98,2026-01-25
M-00867,EAST,RESIDENTIAL,17.68,2026-01-24
M-01754,NORTH,COMMERCIAL,107.42,2026-01-14
M-00136,NORTH,PROSUMER,11.05,2026-01-14
M-00447,EAST,PROSUMER,13.05,2026-01-31
M-00448,NORTH,RESIDENTIAL,19.77,2026-01-25
M-01022,NORTH,RESIDENTIAL,15.14,2026-01-17
M-00728,EAST,COMMERCIAL,63.15,2026-01-19
M-01936,SOUTH,INDUSTRIAL,354.28,2026-01-16
M-00329,EAST,INDUSTRIAL,493.55,2026-01-20
M-01864,EAST,RESIDENTIAL,16.07,2026-01-23
M-00479,EAST,COMMERCIAL,68.57,2026-01-04
M-01043,WEST,INDUSTRIAL,525.53,2026-01-13
M-00427,SOUTH,RESIDENTIAL,16.89,2026-01-23
M-00078,NORTH,RESIDENTIAL,16.93,2026-01-05
M-01146,EAST,RESIDENTIAL,17.54,2026-01-12
M-01888,EAST,INDUSTRIAL,372.49,2026-01-23
M-01683,NORTH,RESIDENTIAL,14.71,2026-01-08
M-00465,EAST,RESIDENTIAL,17.19,2026-01-06
M-01509,NORTH,RESIDENTIAL,20.49,2026-01-12
M-00142,WEST,COMMERCIAL,73.04,2026-01-18
M-01101,WEST,RESIDENTIAL,21.63,2026-01-08
M-01195,SOUTH,COMMERCIAL,85.82,2026-01-14
M-00956,SOUTH,RESIDENTIAL,17.43,2026-01-30
M-00425,WEST,RESIDENTIAL,17.31,2026-01-10
M-00965,WEST,COMMERCIAL,97.13,2026-01-23
M-00522,SOUTH,COMMERCIAL,87.9,2026-01-13
M-01522,EAST,RESIDENTIAL,19.24,2026-01-21
M-01173,NORTH,PROSUMER,9.49,2026-01-12
M-01888,EAST,INDUSTRIAL,394.65,2026-01-21
M-00998,NORTH,COMMERCIAL,83.32,2026-01-09
M-01249,NORTH,RESIDENTIAL,11.89,2026-01-04
M-00870,NORTH,RESIDENTIAL,15.71,2026-01-03
M-01943,NORTH,COMMERCIAL,89.12,2026-01-06
M-01839,NORTH,RESIDENTIAL,21.53,2026-01-06
M-00829,WEST,RESIDENTIAL,19.85,2026-01-19
M-01131,WEST,RESIDENTIAL,14.06,2026-01-03
M-01826,SOUTH,RESIDENTIAL,12.88,2026-01-04
M-00467,SOUTH,RESIDENTIAL,18.43,2026-01-26
M-01368,WEST,COMMERCIAL,60.77,2026-01-16
M-00792,EAST,RESIDENTIAL,21.24,2026-01-23
M-00523,SOUTH,RESIDENTIAL,15.3,2026-01-27
M-01152,SOUTH,RESIDENTIAL,16.3,2026-01-07
M-00590,EAST,RESIDENTIAL,13.37,2026-01-01
M-01508,EAST,COMMERCIAL,67.95,2026-01-05
M-00257,EAST,RESIDENTIAL,15.66,2026-01-18
M-00830,EAST,RESIDENTIAL,13.3,2026-01-10
M-01989,EAST,INDUSTRIAL,235.97,2026-01-07
M-01579,SOUTH,PROSUMER,13.02,2026-01-30
M-01970,SOUTH,COMMERCIAL,86.31,2026-01-28
M-01300,EAST,RESIDENTIAL,22.41,2026-01-12
M-01178,NORTH,RESIDENTIAL,17.14,2026-01-24
M-01323,WEST,RESIDENTIAL,14.27,2026-01-19
M-00239,WEST,RESIDENTIAL,21.31,2026-01-18
M-01825,EAST,INDUSTRIAL,360.35,2026-01-07
M-00253,SOUTH,RESIDENTIAL,19.5,2026-01-20
M-01529,WEST,COMMERCIAL,98.15,2026-01-13
M-01951,NORTH,RESIDENTIAL,17.82,2026-01-03
M-00004,NORTH,COMMERCIAL,106.12,2026-01-05
M-01875,EAST,COMMERCIAL,84.65,2026-01-08
M-00570,WEST,PROSUMER,13.53,2026-01-06
M-00276,EAST,COMMERCIAL,58.33,2026-01-26
M-01739,NORTH,RESIDENTIAL,20.83,2026-01-27
M-00451,SOUTH,RESIDENTIAL,20.94,2026-01-09
M-01257,EAST,COMMERCIAL,80.25,2026-01-19
M-00428,SOUTH,RESIDENTIAL,17.71,2026-01-24
M-00897,WEST,RESIDENTIAL,12.64,2026-01-14
M-01000,WEST,RESIDENTIAL,16.12,2026-01-12
M-01265,NORTH,RESIDENTIAL,21.05,2026-01-24
M-00927,SOUTH,RESIDENTIAL,18.31,2026-01-20
M-00148,NORTH,COMMERCIAL,91.4,2026-01-11
M-01668,SOUTH,PROSUMER,13.24,2026-01-13
M-00247,NORTH,COMMERCIAL,80.2,2026-01-09
M-00433,NORTH,RESIDENTIAL,21.6,2026-01-08
M-01592,SOUTH,RESIDENTIAL,16.24,2026-01-28
M-01744,WEST,RESIDENTIAL,20.41,2026-01-13
M-01860,SOUTH,COMMERCIAL,75.0,2026-01-12
M-01779,WEST,RESIDENTIAL,18.93,2026-01-26
M-00772,WEST,RESIDENTIAL,21.23,2026-01-27
M-00505,SOUTH,RESIDENTIAL,19.11,2026-01-16
M-01540,WEST,RESIDENTIAL,17.27,2026-01-05
M-01198,EAST,COMMERCIAL,88.25,2026-01-26
M-01537,WEST,RESIDENTIAL,17.64,2026-01-12
M-01831,NORTH,COMMERCIAL,66.78,2026-01-20
M-01298,EAST,RESIDENTIAL,15.19,2026-01-11
M-01310,EAST,COMMERCIAL,101.88,2026-01-06
M-00996,EAST,RESIDENTIAL,13.12,2026-01-22
M-00539,SOUTH,RESIDENTIAL,19.98,2026-01-26
M-00190,WEST,RESIDENTIAL,17.51,2026-01-10
M-01900,SOUTH,RESIDENTIAL,17.61,2026-01-28
M-01984,EAST,RESIDENTIAL,20.97,2026-01-26
M-00006,NORTH,COMMERCIAL,77.2,2026-01-06
M-01522,EAST,RESIDENTIAL,17.5,2026-01-26
M-01479,NORTH,RESIDENTIAL,18.84,2026-01-07
M-01704,WEST,RESIDENTIAL,18.43,2026-01-30
M-00591,EAST,COMMERCIAL,75.06,2026-01-30
M-01400,WEST,COMMERCIAL,94.1,2026-01-09
M-00289,SOUTH,RESIDENTIAL,16.07,2026-01-06
M-01093,WEST,INDUSTRIAL,339.94,2026-01-30
M-00616,SOUTH,RESIDENTIAL,17.21,2026-01-16
M-01547,SOUTH,RESIDENTIAL,18.96,2026-01-08
M-01895,EAST,RESIDENTIAL,17.73,2026-01-12
M-00566,NORTH,RESIDENTIAL,17.51,2026-01-13
M-00766,SOUTH,COMMERCIAL,65.47,2026-01-22
M-00988,SOUTH,COMMERCIAL,77.59,2026-01-10
M-00733,WEST,COMMERCIAL,80.91,2026-01-03
M-00235,EAST,COMMERCIAL,79.41,2026-01-09
M-01078,EAST,INDUSTRIAL,340.73,2026-01-17
M-00956,SOUTH,RESIDENTIAL,18.84,2026-01-19
M-00275,NORTH,COMMERCIAL,77.1,2026-01-28
M-01410,WEST,RESIDENTIAL,17.12,2026-01-01
M-00585,WEST,RESIDENTIAL,21.46,2026-01-08
M-00903,WEST,PROSUMER,10.89,2026-01-16
M-01053,NORTH,RESIDENTIAL,15.7,2026-01-07
M-00107,SOUTH,RESIDENTIAL,15.43,2026-01-23
M-00106,EAST,PROSUMER,11.69,2026-01-02
M-00205,SOUTH,COMMERCIAL,80.21,2026-01-24
M-00499,SOUTH,RESIDENTIAL,15.08,2026-01-03
M-00640,NORTH,RESIDENTIAL,15.92,2026-01-07
M-01922,WEST,COMMERCIAL,79.42,2026-01-03
M-00513,NORTH,RESIDENTIAL,14.95,2026-01-08
M-00350,WEST,RESIDENTIAL,19.36,2026-01-21
M-00213,EAST,RESIDENTIAL,18.97,2026-01-31
M-01124,NORTH,COMMERCIAL,71.02,2026-01-03
M-01124,NORTH,COMMERCIAL,99.43,2026-01-15
M-00831,WEST,RESIDENTIAL,20.14,2026-01-21
M-01075,NORTH,COMMERCIAL,79.07,2026-01-11
M-01559,SOUTH,COMMERCIAL,88.11,2026-01-15
M-01719,SOUTH,RESIDENTIAL,15.17,2026-01-02
M-01716,SOUTH,INDUSTRIAL,463.98,2026-01-01
M-00293,EAST,RESIDENTIAL,14.81,2026-01-28
M-00406,NORTH,RESIDENTIAL,19.55,2026-01-08
M-01894,SOUTH,RESIDENTIAL,17.54,2026-01-26
M-00540,SOUTH,INDUSTRIAL,360.17,2026-01-06
M-01448,EAST,COMMERCIAL,89.31,2026-01-24
M-00109,EAST,RESIDENTIAL,20.59,2026-01-06
M-00400,WEST,RESIDENTIAL,19.27,2026-01-02
M-01791,NORTH,COMMERCIAL,98.82,2026-01-11
M-01326,EAST,RESIDENTIAL,23.54,2026-01-23
M-00039,WEST,COMMERCIAL,75.09,2026-01-22
M-00669,NORTH,COMMERCIAL,88.77,2026-01-30
M-01518,SOUTH,COMMERCIAL,78.24,2026-01-04
M-00197,NORTH,RESIDENTIAL,18.15,2026-01-10
M-00838,NORTH,COMMERCIAL,82.09,2026-01-16
M-00076,EAST,RESIDENTIAL,17.17,2026-01-04
M-01513,SOUTH,RESIDENTIAL,19.91,2026-01-19
M-01160,WEST,RESIDENTIAL,25.66,2026-01-05
M-00823,SOUTH,RESIDENTIAL,18.92,2026-01-14
M-01829,EAST,COMMERCIAL,90.74,2026-01-08
M-00289,SOUTH,RESIDENTIAL,22.26,2026-01-05
M-00278,SOUTH,COMMERCIAL,87.3,2026-01-28
M-00655,NORTH,RESIDENTIAL,18.56,2026-01-08
M-01780,EAST,RESIDENTIAL,20.72,2026-01-19
M-00097,SOUTH,COMMERCIAL,98.78,2026-01-12
M-00774,SOUTH,COMMERCIAL,81.79,2026-01-05
M-01359,NORTH,INDUSTRIAL,396.64,2026-01-24
M-01258,EAST,INDUSTRIAL,443.92,2026-01-25
M-01553,WEST,RESIDENTIAL,18.31,2026-01-07
M-00525,WEST,RESIDENTIAL,17.33,2026-01-18
M-00207,SOUTH,INDUSTRIAL,462.01,2026-01-07
M-00467,SOUTH,RESIDENTIAL,18.78,2026-01-21
M-00776,WEST,RESIDENTIAL,19.52,2026-01-31
M-01993,EAST,RESIDENTIAL,18.46,2026-01-04
M-01502,EAST,RESIDENTIAL,16.48,2026-01-20
M-00521,NORTH,COMMERCIAL,91.5,2026-01-11
M-00581,WEST,INDUSTRIAL,363.61,2026-01-11
M-00259,NORTH,INDUSTRIAL,395.17,2026-01-07
M-00612,EAST,COMMERCIAL,99.16,2026-01-25
M-01647,SOUTH,INDUSTRIAL,368.52,2026-01-10
M-00011,EAST,RESIDENTIAL,16.19,2026-01-06
M-00541,SOUTH,INDUSTRIAL,353.45,2026-01-19
M-00549,WEST,COMMERCIAL,83.98,2026-01-06
M-01527,NORTH,INDUSTRIAL,409.39,2026-01-02
M-00731,WEST,RESIDENTIAL,14.46,2026-01-08
M-00896,WEST,COMMERCIAL,66.81,2026-01-25
M-01281,EAST,INDUSTRIAL,446.84,2026-01-29
M-01776,EAST,RESIDENTIAL,18.19,2026-01-27
M-01127,SOUTH,RESIDENTIAL,21.97,2026-01-21
M-01281,EAST,INDUSTRIAL,451.38,2026-01-12
M-00476,EAST,RESIDENTIAL,20.74,2026-01-12
M-00829,WEST,RESIDENTIAL,18.37,2026-01-27
M-00364,EAST,COMMERCIAL,73.63,2026-01-13
M-01966,WEST,INDUSTRIAL,380.98,2026-01-13
M-01735,SOUTH,RESIDENTIAL,19.76,2026-01-03
M-00548,NORTH,RESIDENTIAL,18.24,2026-01-16
M-00323,WEST,RESIDENTIAL,15.33,2026-01-12
M-01613,SOUTH,COMMERCIAL,95.6,2026-01-08
M-01269,WEST,RESIDENTIAL,15.68,2026-01-30
M-00854,NORTH,COMMERCIAL,81.89,2026-01-14
M-01604,NORTH,RESIDENTIAL,20.02,2026-01-12
M-00449,WEST,RESIDENTIAL,15.06,2026-01-08
M-00760,WEST,RESIDENTIAL,20.02,2026-01-06
M-00591,EAST,COMMERCIAL,47.81,2026-01-29
M-00555,SOUTH,RESIDENTIAL,21.03,2026-01-30
M-01567,WEST,COMMERCIAL,74.79,2026-01-13
M-00478,WEST,RESIDENTIAL,18.95,2026-01-11
M-00427,SOUTH,RESIDENTIAL,14.39,2026-01-18
M-01897,SOUTH,INDUSTRIAL,373.29,2026-01-14
M-00261,NORTH,RESIDENTIAL,14.93,2026-01-25
M-01130,WEST,INDUSTRIAL,340.01,2026-01-29
M-00695,NORTH,COMMERCIAL,85.01,2026-01-24
M-01797,NORTH,RESIDENTIAL,20.23,2026-01-30
M-01449,SOUTH,COMMERCIAL,99.85,2026-01-25
M-01214,WEST,PROSUMER,11.87,2026-01-05
M-00610,NORTH,RESIDENTIAL,17.41,2026-01-04
M-01313,SOUTH,COMMERCIAL,89.47,2026-01-15
M-01769,EAST,PROSUMER,11.4,2026-01-21
M-00403,SOUTH,RESIDENTIAL,15.34,2026-01-24
M-01281,EAST,INDUSTRIAL,470.62,2026-01-18
M-00436,EAST,COMMERCIAL,80.27,2026-01-31
M-01351,WEST,RESIDENTIAL,15.96,2026-01-10
M-01535,NORTH,COMMERCIAL,91.05,2026-01-14
M-00505,SOUTH,RESIDENTIAL,15.54,2026-01-22
M-00208,SOUTH,RESIDENTIAL,16.69,2026-01-13
M-01497,EAST,PROSUMER,13.4,2026-01-18
M-01209,EAST,RESIDENTIAL,20.78,2026-01-21
M-00485,SOUTH,COMMERCIAL,64.22,2026-01-20
M-01119,WEST,COMMERCIAL,68.15,2026-01-26
M-01347,SOUTH,COMMERCIAL,74.72,2026-01-03
M-00460,EAST,COMMERCIAL,91.05,2026-01-22
M-01939,NORTH,RESIDENTIAL,20.34,2026-01-17
M-01601,NORTH,COMMERCIAL,91.37,2026-01-17
M-01344,NORTH,RESIDENTIAL,17.6,2026-01-07
M-00502,EAST,PROSUMER,11.27,2026-01-01
M-01019,EAST,INDUSTRIAL,428.66,2026-01-26
M-00121,EAST,INDUSTRIAL,452.22,2026-01-16
M-01416,SOUTH,COMMERCIAL,88.44,2026-01-06
M-01932,WEST,RESIDENTIAL,13.41,2026-01-04
M-00561,NORTH,RESIDENTIAL,14.25,2026-01-18
M-01964,EAST,PROSUMER,9.84,2026-01-18
M-01852,WEST,RESIDENTIAL,23.71,2026-01-23
M-00792,EAST,RESIDENTIAL,18.69,2026-01-24
M-00564,NORTH,COMMERCIAL,86.77,2026-01-19
M-00251,SOUTH,RESIDENTIAL,19.39,2026-01-10
M-00816,EAST,COMMERCIAL,92.2,2026-01-26
M-01604,NORTH,RESIDENTIAL,22.36,2026-01-25
M-00906,WEST,RESIDENTIAL,19.56,2026-01-13
M-01717,EAST,RESIDENTIAL,21.54,2026-01-05
M-01534,NORTH,RESIDENTIAL,21.82,2026-01-19
M-00796,SOUTH,COMMERCIAL,84.04,2026-01-27
M-01439,NORTH,RESIDENTIAL,16.46,2026-01-10
M-01879,NORTH,PROSUMER,13.52,2026-01-27
M-00392,NORTH,INDUSTRIAL,446.68,2026-01-20
M-01907,EAST,COMMERCIAL,89.4,2026-01-19
M-01763,EAST,COMMERCIAL,61.81,2026-01-26
M-00024,SOUTH,RESIDENTIAL,14.94,2026-01-07
M-00810,SOUTH,RESIDENTIAL,15.12,2026-01-27
M-01362,NORTH,RESIDENTIAL,16.59,2026-01-03
M-01368,WEST,COMMERCIAL,90.49,2026-01-04
M-01866,NORTH,RESIDENTIAL,20.54,2026-01-13
M-01472,EAST,RESIDENTIAL,16.94,2026-01-10
M-00840,NORTH,RESIDENTIAL,17.52,2026-01-15
M-01377,NORTH,RESIDENTIAL,13.19,2026-01-01
M-00460,EAST,COMMERCIAL,99.08,2026-01-07
M-00674,WEST,RESIDENTIAL,17.44,2026-01-08
M-01958,NORTH,COMMERCIAL,83.06,2026-01-13
M-00221,EAST,RESIDENTIAL,15.27,2026-01-06
M-00057,WEST,PROSUMER,14.51,2026-01-04
M-00822,NORTH,COMMERCIAL,81.74,2026-01-25
M-00558,SOUTH,COMMERCIAL,68.81,2026-01-24
M-01199,SOUTH,RESIDENTIAL,18.08,2026-01-02
M-00464,SOUTH,COMMERCIAL,79.76,2026-01-08
M-00558,SOUTH,COMMERCIAL,91.14,2026-01-09
M-00859,WEST,RESIDENTIAL,23.89,2026-01-27
M-00988,SOUTH,COMMERCIAL,94.9,2026-01-22
M-00561,NORTH,RESIDENTIAL,11.56,2026-01-18
M-01628,EAST,RESIDENTIAL,17.01,2026-01-04
M-01118,SOUTH,RESIDENTIAL,22.95,2026-01-26
M-01416,SOUTH,COMMERCIAL,88.88,2026-01-09
M-00146,SOUTH,RESIDENTIAL,18.51,2026-01-28
M-00890,SOUTH,COMMERCIAL,82.15,2026-01-16
M-00515,NORTH,COMMERCIAL,82.91,2026-01-30
M-01115,EAST,RESIDENTIAL,18.31,2026-01-03
M-00580,WEST,INDUSTRIAL,425.53,2026-01-19
M-01341,NORTH,RESIDENTIAL,14.67,2026-01-23
M-01581,WEST,RESIDENTIAL,15.87,2026-01-01
M-00098,WEST,RESIDENTIAL,15.82,2026-01-28
M-00331,WEST,RESIDENTIAL,23.35,2026-01-29
M-01868,EAST,RESIDENTIAL,20.03,2026-01-02
M-01806,EAST,COMMERCIAL,98.28,2026-01-14
M-01748,SOUTH,RESIDENTIAL,20.45,2026-01-14
M-01115,EAST,RESIDENTIAL,16.77,2026-01-02
M-01532,EAST,RESIDENTIAL,21.38,2026-01-31
M-00082,NORTH,RESIDENTIAL,19.65,2026-01-08
M-00598,EAST,RESIDENTIAL,21.76,2026-01-05
M-00411,SOUTH,RESIDENTIAL,21.62,2026-01-09
M-01028,SOUTH,PROSUMER,11.93,2026-01-29
M-01134,SOUTH,RESIDENTIAL,15.59,2026-01-09
M-01819,NORTH,RESIDENTIAL,19.85,2026-01-05
M-00405,SOUTH,RESIDENTIAL,17.96,2026-01-03
M-00872,WEST,PROSUMER,11.22,2026-01-02
M-01375,SOUTH,RESIDENTIAL,14.72,2026-01-04
M-00995,EAST,COMMERCIAL,100.84,2026-01-27
M-00421,NORTH,INDUSTRIAL,388.57,2026-01-30
M-01114,NORTH,RESIDENTIAL,20.23,2026-01-13
M-00985,EAST,COMMERCIAL,89.07,2026-01-04
M-01752,WEST,RESIDENTIAL,21.56,2026-01-23
M-00238,SOUTH,COMMERCIAL,69.96,2026-01-07
M-01796,NORTH,RESIDENTIAL,18.25,2026-01-05
M-01397,SOUTH,COMMERCIAL,79.34,2026-01-10
M-01897,SOUTH,INDUSTRIAL,506.17,2026-01-28
M-00622,WEST,RESIDENTIAL,9.74,2026-01-29
M-00951,EAST,INDUSTRIAL,445.16,2026-01-22
M-01911,WEST,COMMERCIAL,79.4,2026-01-17
M-01138,SOUTH,RESIDENTIAL,16.75,2026-01-26
M-00245,EAST,RESIDENTIAL,16.15,2026-01-05
M-01722,WEST,COMMERCIAL,67.56,2026-01-18
M-00650,EAST,COMMERCIAL,89.55,2026-01-05
M-01861,NORTH,RESIDENTIAL,18.98,2026-01-16
M-01904,WEST,RESIDENTIAL,17.57,2026-01-20
M-00437,EAST,INDUSTRIAL,345.57,2026-01-14
M-01006,WEST,RESIDENTIAL,18.48,2026-01-13
M-00604,NORTH,RESIDENTIAL,14.68,2026-01-28
M-00490,EAST,RESIDENTIAL,19.59,2026-01-18
M-01616,SOUTH,COMMERCIAL,110.01,2026-01-31
M-01023,EAST,RESIDENTIAL,20.9,2026-01-10
M-01259,WEST,COMMERCIAL,78.18,2026-01-04
M-01603,WEST,COMMERCIAL,74.59,2026-01-19
M-00587,NORTH,RESIDENTIAL,18.0,2026-01-06
M-00714,SOUTH,COMMERCIAL,92.31,2026-01-10
M-01797,NORTH,RESIDENTIAL,19.76,2026-01-02
M-01885,EAST,RESIDENTIAL,18.92,2026-01-11
M-00447,EAST,PROSUMER,14.3,2026-01-11
M-00888,EAST,RESIDENTIAL,19.15,2026-01-31
M-01356,EAST,COMMERCIAL,75.04,2026-01-06
M-00519,SOUTH,RESIDENTIAL,19.78,2026-01-27
M-00706,WEST,INDUSTRIAL,447.66,2026-01-11
M-01552,NORTH,RESIDENTIAL,20.07,2026-01-21
M-01018,WEST,RESIDENTIAL,17.6,2026-01-24
M-00285,EAST,COMMERCIAL,89.66,2026-01-21
M-00745,SOUTH,RESIDENTIAL,13.11,2026-01-10
M-01914,SOUTH,RESIDENTIAL,18.41,2026-01-23
M-00956,SOUTH,RESIDENTIAL,13.93,2026-01-19
M-00566,NORTH,RESIDENTIAL,16.88,2026-01-17
M-01077,WEST,PROSUMER,13.6,2026-01-30
M-01239,WEST,RESIDENTIAL,16.47,2026-01-10
M-01038,NORTH,COMMERCIAL,102.1,2026-01-19
M-00120,WEST,RESIDENTIAL,17.59,2026-01-01
M-00757,SOUTH,COMMERCIAL,69.9,2026-01-04
M-01497,EAST,PROSUMER,10.63,2026-01-11
M-00887,EAST,INDUSTRIAL,366.37,2026-01-15
M-00824,WEST,RESIDENTIAL,21.25,2026-01-07
M-00749,SOUTH,PROSUMER,12.27,2026-01-12
M-00299,NORTH,COMMERCIAL,74.48,2026-01-28
M-00378,NORTH,RESIDENTIAL,17.26,2026-01-15
M-00320,WEST,RESIDENTIAL,17.12,2026-01-13
M-00828,WEST,PROSUMER,12.11,2026-01-05
M-00752,WEST,COMMERCIAL,72.95,2026-01-01
M-00531,EAST,COMMERCIAL,95.19,2026-01-13
M-01359,NORTH,INDUSTRIAL,368.99,2026-01-02
M-00170,NORTH,RESIDENTIAL,20.49,2026-01-10
M-00563,NORTH,RESIDENTIAL,14.95,2026-01-04
M-01718,SOUTH,RESIDENTIAL,22.98,2026-01-08
M-01043,WEST,INDUSTRIAL,423.72,2026-01-21
M-01958,NORTH,COMMERCIAL,77.94,2026-01-31
M-00083,WEST,RESIDENTIAL,18.81,2026-01-26
M-01435,NORTH,RESIDENTIAL,13.38,2026-01-17
M-01796,NORTH,RESIDENTIAL,19.66,2026-01-01
M-00008,EAST,INDUSTRIAL,345.48,2026-01-31
M-00838,NORTH,COMMERCIAL,67.19,2026-01-18
M-01228,WEST,COMMERCIAL,67.17,2026-01-02
M-01648,SOUTH,COMMERCIAL,51.42,2026-01-25
M-00206,NORTH,COMMERCIAL,89.62,2026-01-16
M-00967,NORTH,COMMERCIAL,90.28,2026-01-14
M-00346,SOUTH,RESIDENTIAL,16.69,2026-01-07
M-00720,EAST,RESIDENTIAL,17.99,2026-01-28
M-01624,EAST,RESIDENTIAL,19.03,2026-01-22
M-01131,WEST,RESIDENTIAL,19.65,2026-01-05
M-00371,EAST,RESIDENTIAL,15.93,2026-01-06
