meter_id,substation_id,region,daily_kw,date
M-01524,SS-E-005,EAST,258.9,2026-01-28
M-00715,SS-N-023,NORTH,21.11,2026-01-31
M-01194,SS-W-014,WEST,70.9,2026-01-13
M-01745,SS-S-027,SOUTH,22.55,2026-01-14
M-00031,SS-W-021,WEST,526.94,2026-01-03
M-00099,SS-N-020,NORTH,21.68,2026-01-26
M-01504,SS-S-008,SOUTH,14.84,2026-01-21
M-00198,SS-S-006,SOUTH,462.81,2026-01-06
M-01575,SS-W-020,WEST,456.18,2026-01-01
M-00052,SS-E-008,EAST,19.91,2026-01-16
M-01241,SS-W-029,WEST,9.61,2026-01-30
M-00031,SS-W-021,WEST,352.94,2026-01-22
M-00892,SS-E-005,EAST,18.34,2026-01-25
M-00047,SS-E-017,EAST,322.0,2026-01-22
M-00031,SS-W-021,WEST,495.2,2026-01-02
M-00187,SS-N-025,NORTH,425.75,2026-01-17
M-01188,SS-S-003,SOUTH,16.66,2026-01-05
M-00141,SS-E-011,EAST,78.11,2026-01-29
M-01242,SS-E-027,EAST,18.04,2026-01-20
M-00099,SS-N-020,NORTH,18.99,2026-01-08
M-00590,SS-E-024,EAST,17.84,2026-01-07
M-00031,SS-W-021,WEST,381.18,2026-01-18
M-00047,SS-E-017,EAST,330.22,2026-01-21
M-00008,SS-E-001,EAST,454.33,2026-01-04
M-00123,SS-S-012,SOUTH,98.67,2026-01-28
M-01919,SS-E-029,EAST,414.46,2026-01-03
M-01446,SS-N-007,NORTH,90.65,2026-01-08
M-00629,SS-N-017,NORTH,394.23,2026-01-28
M-00052,SS-E-008,EAST,19.2,2026-01-12
M-00031,SS-W-021,WEST,364.06,2026-01-28
M-01587,SS-N-029,NORTH,18.24,2026-01-08
M-00099,SS-N-020,NORTH,19.38,2026-01-31
M-00366,SS-N-015,NORTH,18.62,2026-01-04
M-00563,SS-N-016,NORTH,19.46,2026-01-13
M-01174,SS-W-025,WEST,332.99,2026-01-12
M-01845,SS-N-024,NORTH,19.15,2026-01-29
M-00125,SS-S-008,SOUTH,11.68,2026-01-27
M-01754,SS-N-018,NORTH,96.36,2026-01-14
M-00099,SS-N-020,NORTH,15.34,2026-01-21
M-01460,SS-E-006,EAST,21.22,2026-01-22
M-00099,SS-N-020,NORTH,21.09,2026-01-03
M-01359,SS-N-012,NORTH,397.44,2026-01-21
M-00123,SS-S-012,SOUTH,110.98,2026-01-20
M-00052,SS-E-008,EAST,18.21,2026-01-22
M-00123,SS-S-012,SOUTH,88.24,2026-01-06
M-00320,SS-W-018,WEST,23.15,2026-01-08
M-00099,SS-N-020,NORTH,18.74,2026-01-03
M-01501,SS-W-003,WEST,17.21,2026-01-13
M-00539,SS-S-029,SOUTH,20.1,2026-01-10
M-01498,SS-E-030,EAST,98.66,2026-01-07
M-00198,SS-S-006,SOUTH,427.01,2026-01-19
M-00052,SS-E-008,EAST,10.6,2026-01-26
M-01016,SS-N-016,NORTH,20.15,2026-01-20
M-00844,SS-W-030,WEST,380.0,2026-01-07
M-00974,SS-S-004,SOUTH,12.0,2026-01-02
M-00670,SS-E-003,EAST,87.81,2026-01-20
M-01072,SS-N-016,NORTH,20.49,2026-01-25
M-01259,SS-W-004,WEST,79.54,2026-01-03
M-01676,SS-E-019,EAST,64.3,2026-01-30
M-00099,SS-N-020,NORTH,17.29,2026-01-13
M-00460,SS-E-019,EAST,82.9,2026-01-17
M-00198,SS-S-006,SOUTH,449.23,2026-01-07
M-00198,SS-S-006,SOUTH,444.19,2026-01-05
M-00030,SS-E-016,EAST,17.42,2026-01-09
M-01810,SS-W-029,WEST,13.61,2026-01-23
M-00088,SS-N-017,NORTH,82.68,2026-01-22
M-00055,SS-S-016,SOUTH,16.91,2026-01-04
M-00123,SS-S-012,SOUTH,86.65,2026-01-19
M-00790,SS-S-024,SOUTH,449.53,2026-01-19
M-01271,SS-S-001,SOUTH,89.84,2026-01-11
M-01637,SS-E-012,EAST,20.66,2026-01-27
M-01179,SS-S-003,SOUTH,71.16,2026-01-29
M-00434,SS-E-018,EAST,430.02,2026-01-29
M-00030,SS-E-016,EAST,19.28,2026-01-14
M-01768,SS-N-008,NORTH,20.26,2026-01-13
M-00984,SS-E-010,EAST,14.4,2026-01-19
M-00123,SS-S-012,SOUTH,80.32,2026-01-31
M-00973,SS-N-015,NORTH,88.58,2026-01-05
M-01981,SS-W-011,WEST,14.61,2026-01-04
M-00606,SS-N-009,NORTH,17.9,2026-01-25
M-01200,SS-W-012,WEST,14.61,2026-01-21
M-01598,SS-W-010,WEST,18.09,2026-01-29
M-00030,SS-E-016,EAST,16.11,2026-01-17
M-01636,SS-S-008,SOUTH,99.46,2026-01-19
M-01406,SS-W-020,WEST,16.16,2026-01-18
M-00055,SS-S-016,SOUTH,23.17,2026-01-13
M-00198,SS-S-006,SOUTH,442.08,2026-01-18
M-00867,SS-E-024,EAST,16.7,2026-01-15
M-01919,SS-E-029,EAST,471.74,2026-01-20
M-00111,SS-E-009,EAST,18.75,2026-01-25
M-00851,SS-N-028,NORTH,78.51,2026-01-18
M-01803,SS-W-017,WEST,15.65,2026-01-22
M-00434,SS-E-018,EAST,422.81,2026-01-30
M-00096,SS-E-013,EAST,16.54,2026-01-11
M-00099,SS-N-020,NORTH,17.37,2026-01-14
M-00123,SS-S-012,SOUTH,61.36,2026-01-19
M-00952,SS-S-023,SOUTH,384.75,2026-01-14
M-00689,SS-W-022,WEST,17.0,2026-01-03
M-00923,SS-W-004,WEST,17.68,2026-01-26
M-00947,SS-W-022,WEST,16.8,2026-01-17
M-01404,SS-N-006,NORTH,18.3,2026-01-12
M-01889,SS-N-009,NORTH,12.11,2026-01-15
M-00055,SS-S-016,SOUTH,13.1,2026-01-23
M-00966,SS-W-019,WEST,18.54,2026-01-17
M-00099,SS-N-020,NORTH,18.78,2026-01-13
M-00770,SS-S-025,SOUTH,57.67,2026-01-24
M-00198,SS-S-006,SOUTH,450.27,2026-01-01
M-01958,SS-N-002,NORTH,83.79,2026-01-20
M-01124,SS-N-009,NORTH,101.94,2026-01-28
M-00198,SS-S-006,SOUTH,370.34,2026-01-05
M-00198,SS-S-006,SOUTH,435.12,2026-01-07
M-00054,SS-N-018,NORTH,12.29,2026-01-13
M-00937,SS-S-018,SOUTH,19.82,2026-01-01
M-00030,SS-E-016,EAST,20.68,2026-01-23
M-01301,SS-E-004,EAST,20.53,2026-01-20
M-01218,SS-W-013,WEST,16.81,2026-01-17
M-00031,SS-W-021,WEST,315.1,2026-01-12
M-00864,SS-W-010,WEST,12.68,2026-01-14
M-01836,SS-N-008,NORTH,432.14,2026-01-24
M-00434,SS-E-018,EAST,339.68,2026-01-24
M-00712,SS-E-020,EAST,17.73,2026-01-13
M-00111,SS-E-009,EAST,19.91,2026-01-04
M-00099,SS-N-020,NORTH,16.57,2026-01-28
M-00099,SS-N-020,NORTH,19.63,2026-01-04
M-00450,SS-N-017,NORTH,15.82,2026-01-07
M-00055,SS-S-016,SOUTH,19.67,2026-01-11
M-00867,SS-E-024,EAST,12.47,2026-01-06
M-01397,SS-S-015,SOUTH,56.65,2026-01-15
M-00574,SS-N-010,NORTH,21.27,2026-01-21
M-00052,SS-E-008,EAST,20.78,2026-01-30
M-00434,SS-E-018,EAST,385.75,2026-01-10
M-01360,SS-E-004,EAST,13.71,2026-01-26
M-00507,SS-E-002,EAST,78.15,2026-01-27
M-00042,SS-E-011,EAST,91.58,2026-01-02
M-00930,SS-S-011,SOUTH,18.92,2026-01-01
M-01409,SS-S-004,SOUTH,88.96,2026-01-31
M-00031,SS-W-021,WEST,354.99,2026-01-23
M-01813,SS-W-011,WEST,417.96,2026-01-13
M-01383,SS-W-027,WEST,14.81,2026-01-01
M-00052,SS-E-008,EAST,24.3,2026-01-04
M-00099,SS-N-020,NORTH,18.47,2026-01-12
M-00030,SS-E-016,EAST,16.79,2026-01-11
M-00450,SS-N-017,NORTH,18.66,2026-01-04
M-01209,SS-E-002,EAST,25.59,2026-01-18
M-00082,SS-N-001,NORTH,15.71,2026-01-26
M-00030,SS-E-016,EAST,16.09,2026-01-12
M-01718,SS-S-001,SOUTH,13.5,2026-01-15
M-00123,SS-S-012,SOUTH,77.84,2026-01-30
M-01487,SS-W-018,WEST,72.22,2026-01-07
M-00977,SS-N-004,NORTH,19.63,2026-01-27
M-00111,SS-E-009,EAST,15.29,2026-01-13
M-01720,SS-N-016,NORTH,97.99,2026-01-15
M-00031,SS-W-021,WEST,353.04,2026-01-07
M-00030,SS-E-016,EAST,19.77,2026-01-25
M-00111,SS-E-009,EAST,19.77,2026-01-28
M-00123,SS-S-012,SOUTH,77.58,2026-01-05
M-00386,SS-S-002,SOUTH,19.03,2026-01-12
M-00008,SS-E-001,EAST,381.52,2026-01-30
M-00841,SS-N-024,NORTH,12.76,2026-01-09
M-00111,SS-E-009,EAST,17.94,2026-01-14
M-00219,SS-N-019,NORTH,122.4,2026-01-19
M-00725,SS-N-013,NORTH,11.73,2026-01-14
M-01307,SS-E-019,EAST,20.09,2026-01-27
M-00177,SS-S-009,SOUTH,437.45,2026-01-27
M-00198,SS-S-006,SOUTH,452.19,2026-01-12
M-01260,SS-N-016,NORTH,15.28,2026-01-23
M-01604,SS-N-021,NORTH,18.18,2026-01-07
M-00128,SS-S-011,SOUTH,92.34,2026-01-12
M-00119,SS-E-005,EAST,86.36,2026-01-16
M-00099,SS-N-020,NORTH,14.88,2026-01-02
M-01986,SS-E-004,EAST,58.77,2026-01-21
M-00099,SS-N-020,NORTH,15.69,2026-01-24
M-00030,SS-E-016,EAST,14.91,2026-01-30
M-01636,SS-S-008,SOUTH,94.69,2026-01-29
M-00123,SS-S-012,SOUTH,69.94,2026-01-03
M-00099,SS-N-020,NORTH,18.27,2026-01-28
M-00047,SS-E-017,EAST,391.89,2026-01-18
M-01077,SS-W-011,WEST,12.69,2026-01-25
M-00198,SS-S-006,SOUTH,440.89,2026-01-08
M-00123,SS-S-012,SOUTH,87.45,2026-01-29
M-01753,SS-E-024,EAST,15.7,2026-01-03
M-00187,SS-N-025,NORTH,439.0,2026-01-08
M-00198,SS-S-006,SOUTH,405.91,2026-01-22
M-00615,SS-S-017,SOUTH,97.22,2026-01-16
M-01486,SS-W-001,WEST,12.44,2026-01-16
M-01798,SS-W-026,WEST,532.61,2026-01-12
M-01011,SS-E-012,EAST,15.9,2026-01-31
M-01079,SS-E-022,EAST,18.04,2026-01-18
M-01290,SS-S-021,SOUTH,83.72,2026-01-11
M-00047,SS-E-017,EAST,465.0,2026-01-07
M-00055,SS-S-016,SOUTH,13.92,2026-01-10
M-00099,SS-N-020,NORTH,18.96,2026-01-18
M-00099,SS-N-020,NORTH,15.19,2026-01-16
M-00198,SS-S-006,SOUTH,426.24,2026-01-07
M-00548,SS-N-027,NORTH,16.52,2026-01-13
M-00030,SS-E-016,EAST,15.48,2026-01-13
M-01768,SS-N-008,NORTH,15.78,2026-01-13
M-00069,SS-W-004,WEST,19.23,2026-01-23
M-00187,SS-N-025,NORTH,438.1,2026-01-20
M-00885,SS-W-003,WEST,15.13,2026-01-08
M-01166,SS-W-011,WEST,89.61,2026-01-27
M-01919,SS-E-029,EAST,484.08,2026-01-30
M-00031,SS-W-021,WEST,347.76,2026-01-03
M-01559,SS-S-014,SOUTH,65.91,2026-01-04
M-01571,SS-E-022,EAST,12.77,2026-01-01
M-00031,SS-W-021,WEST,361.91,2026-01-25
M-01731,SS-N-010,NORTH,17.47,2026-01-24
M-00111,SS-E-009,EAST,17.85,2026-01-30
M-00766,SS-S-002,SOUTH,82.77,2026-01-02
M-01887,SS-E-021,EAST,401.61,2026-01-10
M-01350,SS-W-023,WEST,12.95,2026-01-19
M-00187,SS-N-025,NORTH,441.51,2026-01-18
M-00030,SS-E-016,EAST,18.31,2026-01-14
M-00187,SS-N-025,NORTH,506.68,2026-01-06
M-00198,SS-S-006,SOUTH,438.79,2026-01-26
M-00932,SS-W-004,WEST,17.82,2026-01-25
M-01176,SS-S-004,SOUTH,65.17,2026-01-07
M-00461,SS-W-010,WEST,17.35,2026-01-18
M-01198,SS-E-010,EAST,75.47,2026-01-24
M-00789,SS-N-010,NORTH,15.08,2026-01-26
M-00349,SS-S-009,SOUTH,18.44,2026-01-26
M-00434,SS-E-018,EAST,369.22,2026-01-26
M-00031,SS-W-021,WEST,324.83,2026-01-29
M-00187,SS-N-025,NORTH,418.22,2026-01-07
M-00008,SS-E-001,EAST,473.09,2026-01-31
M-01100,SS-N-021,NORTH,16.71,2026-01-25
M-00138,SS-E-004,EAST,10.67,2026-01-04
M-00099,SS-N-020,NORTH,17.46,2026-01-28
M-01718,SS-S-001,SOUTH,18.94,2026-01-24
M-00434,SS-E-018,EAST,390.8,2026-01-22
M-00047,SS-E-017,EAST,475.97,2026-01-17
M-00404,SS-S-027,SOUTH,84.63,2026-01-21
M-00052,SS-E-008,EAST,19.49,2026-01-04
M-00123,SS-S-012,SOUTH,83.3,2026-01-09
M-01454,SS-S-009,SOUTH,75.58,2026-01-08
M-00123,SS-S-012,SOUTH,84.57,2026-01-18
M-00198,SS-S-006,SOUTH,397.93,2026-01-04
M-00663,SS-E-010,EAST,14.63,2026-01-12
M-00055,SS-S-016,SOUTH,18.68,2026-01-13
M-00055,SS-S-016,SOUTH,18.52,2026-01-03
M-00322,SS-S-008,SOUTH,16.06,2026-01-25
M-01075,SS-N-030,NORTH,76.04,2026-01-05
M-01011,SS-E-012,EAST,18.01,2026-01-03
M-01483,SS-N-009,NORTH,19.47,2026-01-02
M-00031,SS-W-021,WEST,406.05,2026-01-08
M-00047,SS-E-017,EAST,459.25,2026-01-05
M-00030,SS-E-016,EAST,22.09,2026-01-11
M-00006,SS-N-023,NORTH,58.43,2026-01-14
M-00516,SS-E-010,EAST,20.71,2026-01-05
M-00123,SS-S-012,SOUTH,91.1,2026-01-28
M-00047,SS-E-017,EAST,259.66,2026-01-28
M-00166,SS-N-028,NORTH,275.16,2026-01-11
M-00123,SS-S-012,SOUTH,89.31,2026-01-09
M-01997,SS-S-011,SOUTH,100.56,2026-01-27
M-01055,SS-N-014,NORTH,16.96,2026-01-26
M-00099,SS-N-020,NORTH,21.62,2026-01-21
M-00646,SS-W-003,WEST,20.44,2026-01-29
M-00031,SS-W-021,WEST,359.56,2026-01-21
M-01333,SS-N-021,NORTH,16.91,2026-01-07
M-00912,SS-W-005,WEST,89.44,2026-01-19
M-00893,SS-N-009,NORTH,13.5,2026-01-18
M-00303,SS-E-030,EAST,17.89,2026-01-11
M-00459,SS-N-004,NORTH,19.83,2026-01-12
M-00463,SS-N-010,NORTH,17.45,2026-01-08
M-01535,SS-N-028,NORTH,92.51,2026-01-05
M-00008,SS-E-001,EAST,391.14,2026-01-28
M-01266,SS-N-019,NORTH,21.55,2026-01-24
M-01994,SS-W-002,WEST,7.9,2026-01-12
M-00030,SS-E-016,EAST,24.07,2026-01-03
M-00099,SS-N-020,NORTH,18.19,2026-01-04
M-00111,SS-E-009,EAST,18.76,2026-01-19
M-01196,SS-S-011,SOUTH,21.05,2026-01-15
M-00434,SS-E-018,EAST,397.66,2026-01-20
M-00046,SS-S-004,SOUTH,15.65,2026-01-12
M-00434,SS-E-018,EAST,397.88,2026-01-30
M-01859,SS-N-008,NORTH,9.31,2026-01-01
M-00031,SS-W-021,WEST,515.75,2026-01-19
M-01812,SS-E-021,EAST,16.84,2026-01-05
M-00030,SS-E-016,EAST,17.74,2026-01-19
M-01932,SS-W-017,WEST,17.75,2026-01-27
M-00111,SS-E-009,EAST,18.28,2026-01-13
M-00405,SS-S-005,SOUTH,15.0,2026-01-05
M-00079,SS-N-030,NORTH,10.62,2026-01-21
M-00447,SS-E-012,EAST,11.37,2026-01-18
M-00123,SS-S-012,SOUTH,88.38,2026-01-18
M-00982,SS-N-018,NORTH,81.56,2026-01-27
M-00434,SS-E-018,EAST,333.5,2026-01-03
M-00434,SS-E-018,EAST,522.42,2026-01-14
M-00052,SS-E-008,EAST,15.66,2026-01-10
M-01031,SS-W-014,WEST,16.31,2026-01-08
M-00198,SS-S-006,SOUTH,400.09,2026-01-22
M-00434,SS-E-018,EAST,505.82,2026-01-07
M-01559,SS-S-014,SOUTH,76.55,2026-01-16
M-01683,SS-N-022,NORTH,18.12,2026-01-27
M-01189,SS-N-011,NORTH,13.34,2026-01-10
M-00052,SS-E-008,EAST,15.84,2026-01-31
M-00008,SS-E-001,EAST,379.21,2026-01-21
M-00008,SS-E-001,EAST,380.72,2026-01-27
M-00434,SS-E-018,EAST,406.27,2026-01-30
M-00030,SS-E-016,EAST,20.14,2026-01-03
M-01753,SS-E-024,EAST,20.15,2026-01-30
M-01494,SS-W-027,WEST,14.07,2026-01-03
M-00052,SS-E-008,EAST,21.09,2026-01-01
M-00047,SS-E-017,EAST,489.59,2026-01-01
M-00198,SS-S-006,SOUTH,340.66,2026-01-15
M-00123,SS-S-012,SOUTH,75.79,2026-01-05
M-00030,SS-E-016,EAST,20.06,2026-01-21
M-01449,SS-S-007,SOUTH,79.01,2026-01-31
M-01393,SS-N-014,NORTH,17.31,2026-01-16
M-01431,SS-W-029,WEST,98.55,2026-01-05
M-00001,SS-N-009,NORTH,16.38,2026-01-26
M-00008,SS-E-001,EAST,380.57,2026-01-21
M-01938,SS-S-004,SOUTH,73.54,2026-01-07
M-01240,SS-E-002,EAST,79.61,2026-01-25
M-01855,SS-E-021,EAST,13.04,2026-01-18
M-00707,SS-E-026,EAST,9.26,2026-01-28
M-00187,SS-N-025,NORTH,334.27,2026-01-18
M-00434,SS-E-018,EAST,462.61,2026-01-26
M-00434,SS-E-018,EAST,486.76,2026-01-05
M-00030,SS-E-016,EAST,18.14,2026-01-06
M-00052,SS-E-008,EAST,19.28,2026-01-03
M-00722,SS-S-024,SOUTH,16.47,2026-01-31
M-01275,SS-E-007,EAST,17.42,2026-01-08
M-00434,SS-E-018,EAST,392.88,2026-01-18
M-01844,SS-W-011,WEST,16.61,2026-01-13
M-00099,SS-N-020,NORTH,16.43,2026-01-30
M-00730,SS-W-005,WEST,489.44,2026-01-23
M-01369,SS-S-023,SOUTH,18.51,2026-01-19
M-00099,SS-N-020,NORTH,19.31,2026-01-24
M-00380,SS-E-027,EAST,82.2,2026-01-02
M-00113,SS-E-011,EAST,18.52,2026-01-06
M-00030,SS-E-016,EAST,19.76,2026-01-27
M-01672,SS-S-024,SOUTH,343.09,2026-01-12
M-00676,SS-W-002,WEST,13.97,2026-01-04
M-00052,SS-E-008,EAST,12.34,2026-01-15
M-00031,SS-W-021,WEST,374.22,2026-01-05
M-00030,SS-E-016,EAST,18.3,2026-01-08
M-00326,SS-W-022,WEST,20.19,2026-01-27
M-01196,SS-S-011,SOUTH,17.45,2026-01-09
M-00031,SS-W-021,WEST,460.81,2026-01-25
M-00109,SS-E-007,EAST,22.53,2026-01-30
M-00055,SS-S-016,SOUTH,17.45,2026-01-13
M-00031,SS-W-021,WEST,413.72,2026-01-18
M-00428,SS-S-027,SOUTH,18.73,2026-01-02
M-00592,SS-E-026,EAST,97.97,2026-01-10
M-00055,SS-S-016,SOUTH,14.56,2026-01-27
M-00198,SS-S-006,SOUTH,517.15,2026-01-25
M-00211,SS-E-020,EAST,17.71,2026-01-23
M-00008,SS-E-001,EAST,383.8,2026-01-14
M-00434,SS-E-018,EAST,515.86,2026-01-29
M-00985,SS-E-028,EAST,84.57,2026-01-11
M-00434,SS-E-018,EAST,448.15,2026-01-27
M-01130,SS-W-013,WEST,304.34,2026-01-07
M-01008,SS-W-023,WEST,21.37,2026-01-16
M-00187,SS-N-025,NORTH,390.42,2026-01-16
M-00710,SS-E-007,EAST,90.46,2026-01-15
M-00052,SS-E-008,EAST,12.6,2026-01-23
M-00055,SS-S-016,SOUTH,18.87,2026-01-30
M-00516,SS-E-010,EAST,17.9,2026-01-23
M-01783,SS-S-003,SOUTH,17.87,2026-01-02
M-01016,SS-N-016,NORTH,20.18,2026-01-11
M-00031,SS-W-021,WEST,328.16,2026-01-01
M-00878,SS-N-005,NORTH,16.26,2026-01-05
M-00187,SS-N-025,NORTH,290.79,2026-01-22
M-00079,SS-N-030,NORTH,11.57,2026-01-21
M-00924,SS-E-024,EAST,16.97,2026-01-06
M-00052,SS-E-008,EAST,14.62,2026-01-28
M-01909,SS-N-023,NORTH,14.45,2026-01-17
M-00111,SS-E-009,EAST,16.66,2026-01-03
M-00111,SS-E-009,EAST,20.06,2026-01-30
M-00099,SS-N-020,NORTH,19.75,2026-01-31
M-01875,SS-E-030,EAST,98.71,2026-01-23
M-01271,SS-S-001,SOUTH,93.62,2026-01-20
M-00047,SS-E-017,EAST,459.52,2026-01-31
M-01197,SS-S-014,SOUTH,11.37,2026-01-23
M-01624,SS-E-007,EAST,19.25,2026-01-07
M-00459,SS-N-004,NORTH,18.98,2026-01-03
M-01891,SS-W-003,WEST,74.57,2026-01-25
M-01731,SS-N-010,NORTH,18.05,2026-01-07
M-00187,SS-N-025,NORTH,461.87,2026-01-02
M-00047,SS-E-017,EAST,357.91,2026-01-27
M-01736,SS-N-004,NORTH,13.17,2026-01-04
M-01008,SS-W-023,WEST,14.59,2026-01-20
M-00197,SS-N-014,NORTH,15.02,2026-01-20
M-01591,SS-E-004,EAST,17.06,2026-01-17
M-01923,SS-N-015,NORTH,14.51,2026-01-26
M-00031,SS-W-021,WEST,379.28,2026-01-25
M-01069,SS-N-022,NORTH,468.07,2026-01-24
M-00052,SS-E-008,EAST,18.64,2026-01-10
M-00152,SS-W-029,WEST,93.55,2026-01-20
M-00953,SS-E-019,EAST,12.98,2026-01-26
M-01622,SS-N-024,NORTH,19.74,2026-01-18
M-01256,SS-N-030,NORTH,13.63,2026-01-27
M-01189,SS-N-011,NORTH,21.62,2026-01-18
M-01503,SS-E-029,EAST,17.73,2026-01-05
M-00099,SS-N-020,NORTH,16.53,2026-01-18
M-00070,SS-W-014,WEST,16.3,2026-01-08
M-01858,SS-W-015,WEST,73.18,2026-01-23
M-00123,SS-S-012,SOUTH,82.39,2026-01-09
M-00009,SS-S-011,SOUTH,90.81,2026-01-10
M-00030,SS-E-016,EAST,15.17,2026-01-03
M-00326,SS-W-022,WEST,18.12,2026-01-21
M-00047,SS-E-017,EAST,437.61,2026-01-08
M-00434,SS-E-018,EAST,390.27,2026-01-18
M-00103,SS-E-027,EAST,17.52,2026-01-02
M-00047,SS-E-017,EAST,430.51,2026-01-18
M-00052,SS-E-008,EAST,13.09,2026-01-05
M-01383,SS-W-027,WEST,13.52,2026-01-26
M-00468,SS-S-027,SOUTH,19.08,2026-01-24
M-00218,SS-E-020,EAST,404.82,2026-01-26
M-00030,SS-E-016,EAST,13.03,2026-01-22
M-00665,SS-W-001,WEST,21.85,2026-01-09
M-00187,SS-N-025,NORTH,419.49,2026-01-25
M-00843,SS-N-023,NORTH,14.96,2026-01-24
M-00111,SS-E-009,EAST,16.9,2026-01-18
M-00095,SS-E-007,EAST,9.8,2026-01-10
M-00802,SS-E-005,EAST,388.07,2026-01-02
M-01776,SS-E-015,EAST,20.08,2026-01-13
M-00299,SS-N-018,NORTH,91.24,2026-01-16
M-00414,SS-E-004,EAST,20.24,2026-01-09
M-00257,SS-E-002,EAST,14.6,2026-01-11
M-01386,SS-W-003,WEST,486.64,2026-01-28
M-00350,SS-W-001,WEST,19.6,2026-01-05
M-00047,SS-E-017,EAST,461.53,2026-01-09
M-00187,SS-N-025,NORTH,405.81,2026-01-23
M-00099,SS-N-020,NORTH,17.44,2026-01-16
M-01811,SS-E-011,EAST,94.87,2026-01-25
M-00198,SS-S-006,SOUTH,411.87,2026-01-03
M-00198,SS-S-006,SOUTH,402.64,2026-01-07
M-00050,SS-N-016,NORTH,70.48,2026-01-07
M-00736,SS-S-028,SOUTH,17.34,2026-01-19
M-00880,SS-S-011,SOUTH,101.84,2026-01-31
M-00052,SS-E-008,EAST,20.87,2026-01-20
M-01948,SS-W-006,WEST,16.82,2026-01-20
M-00796,SS-S-014,SOUTH,95.33,2026-01-30
M-00187,SS-N-025,NORTH,443.1,2026-01-18
M-00434,SS-E-018,EAST,442.07,2026-01-28
M-00773,SS-W-022,WEST,20.78,2026-01-27
M-00540,SS-S-003,SOUTH,461.86,2026-01-28
M-00687,SS-S-019,SOUTH,87.17,2026-01-09
M-00111,SS-E-009,EAST,17.01,2026-01-24
M-00001,SS-N-009,NORTH,16.16,2026-01-07
M-00062,SS-S-001,SOUTH,83.66,2026-01-02
M-01183,SS-N-015,NORTH,19.96,2026-01-09
M-00055,SS-S-016,SOUTH,20.42,2026-01-08
M-00051,SS-N-012,NORTH,14.99,2026-01-21
M-01045,SS-S-025,SOUTH,75.69,2026-01-12
M-00187,SS-N-025,NORTH,420.06,2026-01-28
M-00798,SS-W-011,WEST,90.36,2026-01-14
M-00117,SS-N-023,NORTH,10.23,2026-01-05
M-01031,SS-W-014,WEST,20.36,2026-01-29
M-00077,SS-N-028,NORTH,20.25,2026-01-04
M-00280,SS-N-010,NORTH,16.87,2026-01-08
M-01915,SS-N-014,NORTH,11.12,2026-01-19
M-00593,SS-N-021,NORTH,18.26,2026-01-10
M-00099,SS-N-020,NORTH,13.3,2026-01-08
M-00111,SS-E-009,EAST,22.12,2026-01-05
M-00740,SS-W-008,WEST,18.44,2026-01-13
M-00123,SS-S-012,SOUTH,80.93,2026-01-28
M-00047,SS-E-017,EAST,445.18,2026-01-13
M-01283,SS-S-026,SOUTH,413.81,2026-01-13
M-00047,SS-E-017,EAST,347.57,2026-01-12
M-00055,SS-S-016,SOUTH,18.75,2026-01-14
M-00008,SS-E-001,EAST,459.67,2026-01-09
M-00123,SS-S-012,SOUTH,87.9,2026-01-01
M-00255,SS-W-001,WEST,17.08,2026-01-19
M-00341,SS-N-023,NORTH,13.39,2026-01-07
M-01099,SS-W-003,WEST,12.87,2026-01-04
M-00187,SS-N-025,NORTH,320.01,2026-01-13
M-00938,SS-S-014,SOUTH,15.91,2026-01-31
M-00920,SS-E-020,EAST,16.63,2026-01-31
M-00434,SS-E-018,EAST,289.02,2026-01-04
M-00898,SS-N-011,NORTH,11.53,2026-01-25
M-00111,SS-E-009,EAST,20.29,2026-01-04
M-00434,SS-E-018,EAST,411.88,2026-01-09
M-00466,SS-N-014,NORTH,13.62,2026-01-25
M-00976,SS-W-028,WEST,16.33,2026-01-24
M-00434,SS-E-018,EAST,448.05,2026-01-01
M-00198,SS-S-006,SOUTH,425.87,2026-01-13
M-00047,SS-E-017,EAST,362.88,2026-01-10
M-01437,SS-E-002,EAST,19.14,2026-01-06
M-01167,SS-E-006,EAST,19.38,2026-01-15
M-01582,SS-N-014,NORTH,71.43,2026-01-19
M-00187,SS-N-025,NORTH,357.34,2026-01-05
M-00046,SS-S-004,SOUTH,17.48,2026-01-30
M-01501,SS-W-003,WEST,16.84,2026-01-08
M-01874,SS-N-022,NORTH,14.34,2026-01-30
M-01520,SS-S-011,SOUTH,72.38,2026-01-15
M-00030,SS-E-016,EAST,18.76,2026-01-20
M-00111,SS-E-009,EAST,15.15,2026-01-13
M-00198,SS-S-006,SOUTH,481.1,2026-01-22
M-01111,SS-S-015,SOUTH,17.82,2026-01-26
M-01115,SS-E-023,EAST,19.76,2026-01-23
M-01183,SS-N-015,NORTH,18.44,2026-01-02
M-01411,SS-N-015,NORTH,88.71,2026-01-04
M-01944,SS-E-022,EAST,99.11,2026-01-26
M-00187,SS-N-025,NORTH,551.18,2026-01-13
M-00434,SS-E-018,EAST,408.42,2026-01-27
M-00008,SS-E-001,EAST,433.7,2026-01-06
M-01177,SS-W-024,WEST,21.36,2026-01-13
M-01455,SS-N-023,NORTH,15.1,2026-01-29
M-00954,SS-N-011,NORTH,89.07,2026-01-28
M-00378,SS-N-004,NORTH,21.11,2026-01-18
M-01057,SS-W-020,WEST,14.77,2026-01-20
